,n_samples,simulation,criterion,average,error
403,35,multi_indept,mse,0.11225098385470937,0.0006572734914466208
404,35,multi_indept,friedman_mse,0.1125302896732241,0.0009903130157420182
405,35,bernoulli,mae,1.6732606076500516,0.005820109130938188
406,35,bernoulli,mse,1.6883232309295668,0.00787342016411801
407,35,bernoulli,friedman_mse,1.7286856645765991,0.010472329664023476
408,35,square,mae,0.05917506276250536,0.00011532432997943907
409,35,square,mse,0.05951423564807633,6.64571276452114e-05
410,35,square,friedman_mse,0.05999377260867948,9.575338778502125e-05
411,35,linear,mae,0.7954743979846054,0.005735601120798248
412,35,linear,mse,0.7907005176390045,0.005873836314358292
413,35,linear,friedman_mse,0.7968361863365994,0.004849249452059199
414,35,exponential,mae,188.799845916532,2.641151907296317
415,35,exponential,mse,182.79823683049642,3.537887531251539
416,35,exponential,friedman_mse,177.84445337918345,3.2029449626522872
417,35,cubic,mae,160.83739241270888,2.8281488587902617
418,35,cubic,mse,143.02982974830442,2.888805549784613
419,35,cubic,friedman_mse,136.8574275428237,2.0578337787553833
420,40,joint_normal,mae,0.10834550202176321,0.0001851463480281922
421,40,joint_normal,mse,0.10923637119635528,0.0002038832162194403
422,40,joint_normal,friedman_mse,0.10875320764326077,0.00019533458182104026
423,40,sine_4pi,mae,0.0719186084459256,0.00013445150095981847
424,40,sine_4pi,mse,0.07220068419961709,0.00013214239341417794
425,40,sine_4pi,friedman_mse,0.07169637110076317,0.0001328505804751229
426,40,sine_16pi,mae,0.07204250140086345,7.199879713372158e-05
427,40,sine_16pi,mse,0.07244428928090632,0.0001372369056066101
428,40,sine_16pi,friedman_mse,0.0719949532534216,9.051703521747999e-05
429,40,multi_noise,mae,0.10408118687095784,0.00034610690882266203
430,40,multi_noise,mse,0.10430646373706365,0.0004021386527716762
431,40,multi_noise,friedman_mse,0.1031456743007108,0.00019808232288969348
432,40,step,mae,0.5599452332911155,0.00375824579502628
433,40,step,mse,0.5532136285586606,0.002805814978938011
434,40,step,friedman_mse,0.5559218971453799,0.002536333461551589
435,40,spiral,mae,5.16213742935912,0.057998980422598045
436,40,spiral,mse,4.956554819338072,0.05395564829019758
437,40,spiral,friedman_mse,5.090026004956607,0.036737070880183346
438,40,circle,mae,0.07493683077362623,0.0003959290608453672
439,40,circle,mse,0.07463332501441192,0.000547326584997823
440,40,circle,friedman_mse,0.07528893530278508,0.0007973014762075563
441,40,ellipse,mae,0.07498468463717799,0.0004917003115087434
442,40,ellipse,mse,0.07437530644678438,0.00047915495893705766
443,40,ellipse,friedman_mse,0.07363996545381543,0.0005051537392119851
444,40,diamond,mae,0.05954055345247585,0.00014340337015982815
445,40,diamond,mse,0.059758968445492486,0.0001030225171636475
446,40,diamond,friedman_mse,0.05943608933337976,0.0001413730340932198
447,40,log,mae,0.3085880125253856,0.0007435827536169281
448,40,log,mse,0.2998991247678552,0.0009891630810208525
449,40,log,friedman_mse,0.2994002601779243,0.0005768506475045717
450,40,quadratic,mae,3.3761532510062024,0.03166732713315886
451,40,quadratic,mse,3.3491129145924674,0.033267680891162964
452,40,quadratic,friedman_mse,3.310880703961652,0.02818629553857261
453,40,w_shape,mae,4.111491858685563,0.14908676205976967
454,40,w_shape,mse,4.000632543894472,0.06619945273578855
455,40,w_shape,friedman_mse,4.526948636492266,0.12121939761900839
456,40,two_parabolas,mae,0.04159138790671888,0.0007650520796505931
457,40,two_parabolas,mse,0.04182593559304931,0.00034655001146211635
458,40,two_parabolas,friedman_mse,0.04423820227818949,0.00043132034781571775
459,40,fourth_root,mae,0.19848010635389374,0.0010736416850647141
460,40,fourth_root,mse,0.19391524924780185,0.0009107602485030797
461,40,fourth_root,friedman_mse,0.19321829486204392,0.0014527121058887076
462,40,multi_indept,mae,0.11036116404130239,0.00046961328510367604
463,40,multi_indept,mse,0.11197323254609817,0.0008993204075938741
464,40,multi_indept,friedman_mse,0.11152709552502209,0.0006105716513427882
465,40,bernoulli,mae,1.694118314446428,0.006772534520875686
466,40,bernoulli,mse,1.7282405978665014,0.010226424897112956
467,40,bernoulli,friedman_mse,1.6872101593546993,0.012795228865405246
468,40,square,mae,0.059823692161816176,8.299058247094871e-05
469,40,square,mse,0.059425768641908364,0.00010831441631720038
470,40,square,friedman_mse,0.05958344412893825,0.000124336911946353
471,40,linear,mae,0.8056036108455146,0.005132613587456175
472,40,linear,mse,0.7837049906049125,0.0029660430365963733
473,40,linear,friedman_mse,0.7946651973529185,0.006558091624434087
474,40,exponential,mae,194.74066799863937,1.3599619550789956
475,40,exponential,mse,180.68792874630395,1.8949423190651702
476,40,exponential,friedman_mse,202.24647064284116,4.470704845131317
477,40,cubic,mae,153.22860247222312,4.880510972482242
478,40,cubic,mse,139.26424850489417,2.4082019335735367
479,40,cubic,friedman_mse,144.45671967454211,3.623503614364318
480,45,joint_normal,mae,0.10821084248917431,0.0003703300324218977
481,45,joint_normal,mse,0.109089505107329,0.0002903815908879398
482,45,joint_normal,friedman_mse,0.10996543548695341,0.0003635164958904298
483,45,sine_4pi,mae,0.07167131335593145,8.111414007980642e-05
484,45,sine_4pi,mse,0.07239789820570806,0.0001316030559102356
485,45,sine_4pi,friedman_mse,0.0719839287701046,0.00012107244185555709
486,45,sine_16pi,mae,0.07181753052198733,0.0001240273261180743
487,45,sine_16pi,mse,0.07208871119487228,0.00012368373567161242
488,45,sine_16pi,friedman_mse,0.072257453746354,7.40087309256834e-05
489,45,multi_noise,mae,0.10468373135939975,0.00032047106209308893
490,45,multi_noise,mse,0.10460206673008463,0.0001818112260853106
491,45,multi_noise,friedman_mse,0.10157922972784032,0.00018498556935916767
492,45,step,mae,0.5597383843249053,0.003605577808683873
493,45,step,mse,0.5559153322371555,0.001493297815338898
494,45,step,friedman_mse,0.5588037467334089,0.0016908411132951528
495,45,spiral,mae,5.160606330171778,0.08265474340446444
496,45,spiral,mse,5.113197843407255,0.044981326142764816
497,45,spiral,friedman_mse,5.06510845417409,0.03339618037094533
498,45,circle,mae,0.07468254177425636,0.0005495720108687482
499,45,circle,mse,0.07456600881645381,0.0004586467499270431
500,45,circle,friedman_mse,0.0751311206575284,0.0004834747130792326
501,45,ellipse,mae,0.07423967946475687,0.0004291030128405311
502,45,ellipse,mse,0.07568003070366992,0.0005019904649350331
503,45,ellipse,friedman_mse,0.07568152788542783,0.000410044149987093
504,45,diamond,mae,0.059111829839089414,6.568787645519837e-05
505,45,diamond,mse,0.05969372800084668,0.0001324615898803451
506,45,diamond,friedman_mse,0.05942150098374756,8.144360161017059e-05
507,45,log,mae,0.3108550765649629,0.0007032870745483854
508,45,log,mse,0.3025202399215022,0.0009449866950152468
509,45,log,friedman_mse,0.3063848973420932,0.0004375541293299675
510,45,quadratic,mae,3.2623469565212426,0.02708143082335204
511,45,quadratic,mse,3.3693413256448856,0.02756484693537569
512,45,quadratic,friedman_mse,3.1547785009362856,0.019833024089814542
513,45,w_shape,mae,4.835507657478699,0.0720452992376539
514,45,w_shape,mse,3.42637045349043,0.052708487945824736
515,45,w_shape,friedman_mse,3.904711238478948,0.04473805939808751
516,45,two_parabolas,mae,0.042934383178595305,0.0004021605744803142
517,45,two_parabolas,mse,0.04121580968774304,0.0003607664046322139
518,45,two_parabolas,friedman_mse,0.04483492197901827,0.0004084115954192563
519,45,fourth_root,mae,0.18726901445316413,0.000730040540414269
520,45,fourth_root,mse,0.19429827699957553,0.001155500558445798
521,45,fourth_root,friedman_mse,0.189850638068649,0.0012074515695967487
522,45,multi_indept,mae,0.11115794857111998,0.0004959539763616126
523,45,multi_indept,mse,0.11195476805967808,0.0004490489782018224
524,45,multi_indept,friedman_mse,0.11169779661920332,0.0007442081824692213
525,45,bernoulli,mae,1.666397468119269,0.0028956766381310985
526,45,bernoulli,mse,1.6976068331626053,0.006249430518080271
527,45,bernoulli,friedman_mse,1.6967281128232308,0.004783641724211767
528,45,square,mae,0.059455243886934385,0.00013247451764721182
529,45,square,mse,0.05985212847517938,0.00010234067409256532
530,45,square,friedman_mse,0.059563861081755876,8.271414083583814e-05
531,45,linear,mae,0.8010102735842553,0.005610837119025538
532,45,linear,mse,0.7838265183908456,0.005718643423091881
533,45,linear,friedman_mse,0.7903842653570686,0.0033378634704727596
534,45,exponential,mae,179.1473838484629,1.6759607583560572
535,45,exponential,mse,187.43450172046235,1.8905337760769987
536,45,exponential,friedman_mse,179.45459636696074,3.2287001249280807
537,45,cubic,mae,143.07830727662926,2.2234462326343025
538,45,cubic,mse,133.64672360843045,3.2669346938929413
539,45,cubic,friedman_mse,139.90992533093745,1.3821108058179523
540,50,joint_normal,mae,0.10903319013377807,0.0001992156203455684
541,50,joint_normal,mse,0.10929287964609853,0.00025055957412303565
542,50,joint_normal,friedman_mse,0.10878080573797003,0.00023409396258773716
543,50,sine_4pi,mae,0.07161217107623494,9.409749806893839e-05
544,50,sine_4pi,mse,0.07187607608758137,0.00014891991057662863
545,50,sine_4pi,friedman_mse,0.07206534024819637,0.00013593823913190267
546,50,sine_16pi,mae,0.0715519012137534,0.00010873097292052732
547,50,sine_16pi,mse,0.07163298199103932,0.00013126347876487847
548,50,sine_16pi,friedman_mse,0.07162637381665202,0.00013709500938166951
549,50,multi_noise,mae,0.10328920138049365,0.00016208902766189285
550,50,multi_noise,mse,0.10358483402235188,0.00012023293704161437
551,50,multi_noise,friedman_mse,0.10157906519607966,0.00011580247143309131
552,50,step,mae,0.5603323224212972,0.0027756882021492376
553,50,step,mse,0.5591698413745674,0.00203341331610269
554,50,step,friedman_mse,0.5621631031476945,0.001083395558173116
555,50,spiral,mae,5.282689272284438,0.05857946887022415
556,50,spiral,mse,5.1545555226109006,0.0615504153773903
557,50,spiral,friedman_mse,5.0169327619982145,0.056061340900610025
558,50,circle,mae,0.07334130662867772,0.0003860624308444812
559,50,circle,mse,0.07524292042170538,0.0006382368714382262
560,50,circle,friedman_mse,0.0745363165996756,0.00048309561124603063
561,50,ellipse,mae,0.07368234769521767,0.000323650642426231
562,50,ellipse,mse,0.07506968164335912,0.00026805082213110086
563,50,ellipse,friedman_mse,0.07383271240294847,0.0004232910751846648
564,50,diamond,mae,0.05944482354748891,9.286602563555732e-05
565,50,diamond,mse,0.05989685537604854,6.800906171336722e-05
566,50,diamond,friedman_mse,0.059305778290854747,0.00010481851671077014
567,50,log,mae,0.29537959460805147,0.0008357386970790954
568,50,log,mse,0.29596235163423623,0.0005529362421806978
569,50,log,friedman_mse,0.29886183002479355,0.0007518522428369293
570,50,quadratic,mae,3.249074129761715,0.01862941451341388
571,50,quadratic,mse,3.2264970028714117,0.018809248071460446
572,50,quadratic,friedman_mse,3.500934755635825,0.037966583711863816
573,50,w_shape,mae,3.581817780880524,0.09341923227323432
574,50,w_shape,mse,3.6116583667653344,0.061023855879106845
575,50,w_shape,friedman_mse,3.5062020481558784,0.12619760116459908
576,50,two_parabolas,mae,0.042460708657784195,0.0004899957481929216
577,50,two_parabolas,mse,0.04380225607715331,0.0002911233457071151
578,50,two_parabolas,friedman_mse,0.04211426319940051,0.0002417486926861198
579,50,fourth_root,mae,0.19000088056805445,0.0016929734334699895
580,50,fourth_root,mse,0.19860093225978628,0.0008213513540157391
581,50,fourth_root,friedman_mse,0.19813914461395782,0.0017680411173882028
582,50,multi_indept,mae,0.11156589248822626,0.0006119290019346487
583,50,multi_indept,mse,0.11294948094489458,0.0007699551339431584
584,50,multi_indept,friedman_mse,0.11159204916444303,0.0005059507578953884
585,50,bernoulli,mae,1.658210649241505,0.007677835131238425
586,50,bernoulli,mse,1.703904443483723,0.011745915148081256
587,50,bernoulli,friedman_mse,1.6674968805440114,0.005429500090219751
588,50,square,mae,0.05919148584516919,7.077612679078115e-05
589,50,square,mse,0.05908186816286749,9.50437683367374e-05
590,50,square,friedman_mse,0.05973012476488142,5.455220248792363e-05
591,50,linear,mae,0.8217902543486924,0.005771720340327806
592,50,linear,mse,0.7835023007267299,0.0050102309476416085
593,50,linear,friedman_mse,0.8392511311383984,0.004706787269631582
594,50,exponential,mae,186.48849965476953,2.2784194059589944
595,50,exponential,mse,182.69952986752497,2.2929411213622855
596,50,exponential,friedman_mse,181.9227799145155,2.6120337574003405
597,50,cubic,mae,146.8837127962277,4.104257910203543
598,50,cubic,mse,163.4479284487398,3.3207763815572924
599,50,cubic,friedman_mse,141.58963916069274,1.4658706294795079
600,55,joint_normal,mae,0.11016567851603835,0.00011385448058435813
601,55,joint_normal,mse,0.11069713640777137,0.0002270247044271067
602,55,joint_normal,friedman_mse,0.10957350031180302,0.00019512516537816078
603,55,sine_4pi,mae,0.07146351163337285,0.00011367559801464056
604,55,sine_4pi,mse,0.07098084296184022,8.179148250871845e-05
605,55,sine_4pi,friedman_mse,0.07133313367145151,6.692677279592758e-05
606,55,sine_16pi,mae,0.07158344777744016,0.0001090868408805725
607,55,sine_16pi,mse,0.07164727001341,0.0001494479517418518
608,55,sine_16pi,friedman_mse,0.07154821278855429,7.695158999537627e-05
609,55,multi_noise,mae,0.10502952299252104,0.0002645536421497784
610,55,multi_noise,mse,0.10355492640894537,0.0002484090068806342
611,55,multi_noise,friedman_mse,0.10540367098924415,0.00017494491820566177
612,55,step,mae,0.5709202683726845,0.0026367245070699854
613,55,step,mse,0.5622473901979903,0.0022076461570851354
614,55,step,friedman_mse,0.566263395877,0.004350794063708466
615,55,spiral,mae,5.2340390404964,0.05168247344962518
616,55,spiral,mse,5.191101930549317,0.0389875387146931
617,55,spiral,friedman_mse,5.270070390352919,0.06652637142597202
618,55,circle,mae,0.07497208147052611,0.00034269085006616783
619,55,circle,mse,0.07379033565118656,0.00025925864182885135
620,55,circle,friedman_mse,0.07330320135314561,0.0004754397728112282
621,55,ellipse,mae,0.07410288232759805,0.0004199176790398782
622,55,ellipse,mse,0.07449823447220225,0.0006340866073192493
623,55,ellipse,friedman_mse,0.07334581226275752,0.00026240199851934034
624,55,diamond,mae,0.05887988107886557,8.613991097902371e-05
625,55,diamond,mse,0.05979620547904833,8.557793992792698e-05
626,55,diamond,friedman_mse,0.059319836764689785,7.147378327669064e-05
627,55,log,mae,0.3054196227284018,0.0009479671781105792
628,55,log,mse,0.3089392066306586,0.0005454412413038524
629,55,log,friedman_mse,0.3026049882494096,0.000551114499793518
630,55,quadratic,mae,3.486063988278933,0.02519799395842462
631,55,quadratic,mse,3.0424556997988703,0.029599178233403106
632,55,quadratic,friedman_mse,3.2903573647881466,0.029444786973000004
633,55,w_shape,mae,4.383006236169456,0.10608545626611957
634,55,w_shape,mse,4.163448729739502,0.11263533907413902
635,55,w_shape,friedman_mse,4.920754310464356,0.03674719232458134
636,55,two_parabolas,mae,0.04126038197353894,0.00035633447849063956
637,55,two_parabolas,mse,0.043709761984421384,0.00033007895812216297
638,55,two_parabolas,friedman_mse,0.04167637494975604,0.00042848609146988283
639,55,fourth_root,mae,0.18672303696748332,0.0011126047879409374
640,55,fourth_root,mse,0.19507038289639275,0.000944992850171768
641,55,fourth_root,friedman_mse,0.19551762937973355,0.0012980075469967592
642,55,multi_indept,mae,0.10938608314522139,0.0005548843064135278
643,55,multi_indept,mse,0.10981717556399073,0.00032866482333951066
644,55,multi_indept,friedman_mse,0.11224334488116594,0.0006861192945356448
645,55,bernoulli,mae,1.6682177193724705,0.008178774127393216
646,55,bernoulli,mse,1.67171882742708,0.007038543511519161
647,55,bernoulli,friedman_mse,1.6733439380251505,0.01067270038789107
648,55,square,mae,0.05951291799040109,8.392947193556185e-05
649,55,square,mse,0.059638980940635945,9.347208832579073e-05
650,55,square,friedman_mse,0.059767037457016316,9.457099036555688e-05
651,55,linear,mae,0.79129752227006,0.004333240507969142
652,55,linear,mse,0.8215983392165682,0.004656300588903002
653,55,linear,friedman_mse,0.8151150303227483,0.005058528649840359
654,55,exponential,mae,188.44861358616185,3.3918753531108923
655,55,exponential,mse,188.62073209446845,1.4055099810267064
656,55,exponential,friedman_mse,179.574766682887,3.8464958725509466
657,55,cubic,mae,148.93994151197532,3.9344975264955537
658,55,cubic,mse,147.25351618048938,1.7262933282393298
659,55,cubic,friedman_mse,144.99211400169318,1.1342863216296877
660,60,joint_normal,mae,0.10842255561176506,0.00018854376145374625
661,60,joint_normal,mse,0.10957733986713067,0.00012723239837390726
662,60,joint_normal,friedman_mse,0.10776928532642431,0.00018753494574953194
663,60,sine_4pi,mae,0.07128647137100094,0.00012028176329439176
664,60,sine_4pi,mse,0.07152745404555348,0.00012522774838001245
665,60,sine_4pi,friedman_mse,0.07164117977223479,9.11735041843362e-05
666,60,sine_16pi,mae,0.07141649422033493,9.760604993635173e-05
667,60,sine_16pi,mse,0.07138478499224475,9.767179535495789e-05
668,60,sine_16pi,friedman_mse,0.07126466508480177,8.363090621480782e-05
669,60,multi_noise,mae,0.10415296518758899,0.000247361429798762
670,60,multi_noise,mse,0.10314530548414409,0.00018721526965695482
671,60,multi_noise,friedman_mse,0.10127803714954242,0.00023947669583220405
672,60,step,mae,0.5663995826087388,0.004093683190557911
673,60,step,mse,0.5640981218657307,0.002005235835387378
674,60,step,friedman_mse,0.5666308861476714,0.002973719279029246
675,60,spiral,mae,5.327809002407137,0.07990357784538904
676,60,spiral,mse,5.280211343945939,0.07403673373881506
677,60,spiral,friedman_mse,5.130075715487624,0.053771607230254
678,60,circle,mae,0.07285274343874922,0.0002095854950452876
679,60,circle,mse,0.07584205024015037,0.0003182796579290852
680,60,circle,friedman_mse,0.07310011571013997,0.0004020712851566396
681,60,ellipse,mae,0.07362142735749982,0.00041960411808556483
682,60,ellipse,mse,0.07655831753985183,0.000566046094778008
683,60,ellipse,friedman_mse,0.07344969554336762,0.00020047566321623647
684,60,diamond,mae,0.059257814240100216,7.732167753425076e-05
685,60,diamond,mse,0.059736000476469445,9.797804887424294e-05
686,60,diamond,friedman_mse,0.05897993507122521,8.398717690755159e-05
687,60,log,mae,0.30447109564831526,0.0005940035866122588
688,60,log,mse,0.29954677719139056,0.0007249744447361226
689,60,log,friedman_mse,0.2965751841771428,0.0006248826992741025
690,60,quadratic,mae,3.5093179753071704,0.03213020698687508
691,60,quadratic,mse,3.2257064658170287,0.03035862480179576
692,60,quadratic,friedman_mse,3.4181796963058986,0.024428609896339156
693,60,w_shape,mae,4.07481739455301,0.16292621590489306
694,60,w_shape,mse,4.4971443945322,0.11110372535844164
695,60,w_shape,friedman_mse,3.9519237538456786,0.07518940688656112
696,60,two_parabolas,mae,0.04403731416264167,0.000529490340635975
697,60,two_parabolas,mse,0.04109066271430155,0.0002470489448275684
698,60,two_parabolas,friedman_mse,0.04435563369590815,0.00030182435549609997
699,60,fourth_root,mae,0.20238080718279675,0.0014629275939001224
700,60,fourth_root,mse,0.19137102469281625,0.001164020222684419
701,60,fourth_root,friedman_mse,0.19916801273956833,0.0013440460946651223
702,60,multi_indept,mae,0.11030969034189367,0.0005110366436376706
703,60,multi_indept,mse,0.11168575243751074,0.0011346435865618237
704,60,multi_indept,friedman_mse,0.10924393323043642,0.00044649463185289566
705,60,bernoulli,mae,1.6461455701637298,0.004844523925254726
706,60,bernoulli,mse,1.6969569786555567,0.007957880584131974
707,60,bernoulli,friedman_mse,1.635996637786458,0.0052843210814680335
708,60,square,mae,0.0593845540996258,9.063878345828276e-05
709,60,square,mse,0.06008854516196603,6.61524653254663e-05
710,60,square,friedman_mse,0.05937131520898235,0.0001115607076735688
711,60,linear,mae,0.8225610422719324,0.004636203544361219
712,60,linear,mse,0.8314957523201375,0.005197866054190216
713,60,linear,friedman_mse,0.8262760149513875,0.0058048654931841925
714,60,exponential,mae,177.28629734510656,2.392504943391621
715,60,exponential,mse,182.29091974306536,1.1296503148605015
716,60,exponential,friedman_mse,202.61618838945196,2.3309487816711525
717,60,cubic,mae,168.16855687779017,1.6323326964132288
718,60,cubic,mse,147.7519993576576,1.1883498323028294
719,60,cubic,friedman_mse,143.77608836695885,2.209767677573227
720,65,joint_normal,mae,0.10795936880036212,0.00024866687910684524
721,65,joint_normal,mse,0.10857949103418049,0.00025436913334659224
722,65,joint_normal,friedman_mse,0.1082437535365309,0.00018851091061705666
723,65,sine_4pi,mae,0.0710205227566889,7.73909508324553e-05
724,65,sine_4pi,mse,0.07140638068198267,0.00010359974270077177
725,65,sine_4pi,friedman_mse,0.07090043350829409,0.00010645167685588681
726,65,sine_16pi,mae,0.07118631227367891,6.975576174105943e-05
727,65,sine_16pi,mse,0.07139186117836326,7.483989746012158e-05
728,65,sine_16pi,friedman_mse,0.07147093478896158,9.563099130865485e-05
729,65,multi_noise,mae,0.10282443570997077,0.00016826234691693108
730,65,multi_noise,mse,0.10324899491925651,0.0002936744327561719
731,65,multi_noise,friedman_mse,0.10414682515150864,0.00016408893350902733
732,65,step,mae,0.5754594083577056,0.004433690704137094
733,65,step,mse,0.5657482899625623,0.001629687222645891
734,65,step,friedman_mse,0.5659801647084086,0.0031116998030455804
735,65,spiral,mae,5.392673140329384,0.0637099406785174
736,65,spiral,mse,5.276948199430381,0.04788514904397015
737,65,spiral,friedman_mse,5.144843251705339,0.05558077964299792
738,65,circle,mae,0.07264539599668611,0.00027578458937876834
739,65,circle,mse,0.07623052817748982,0.0005951760926363984
740,65,circle,friedman_mse,0.07488458863976354,0.000540240214887818
741,65,ellipse,mae,0.07325197548626139,0.0003451353447772512
742,65,ellipse,mse,0.07255706043118866,0.00035633107730712694
743,65,ellipse,friedman_mse,0.07439216651231681,0.0007408812566665864
744,65,diamond,mae,0.05974757336627057,7.240361631865252e-05
745,65,diamond,mse,0.059423484308266036,5.641013734131352e-05
746,65,diamond,friedman_mse,0.058903623429261566,7.237554751579683e-05
747,65,log,mae,0.30162915172244775,0.00048174314779205244
748,65,log,mse,0.29915704249486935,0.00043116289627311634
749,65,log,friedman_mse,0.2935728042148801,0.0005489834724670684
750,65,quadratic,mae,3.4107083862446492,0.03550601893534268
751,65,quadratic,mse,3.521536192070967,0.025844241255737338
752,65,quadratic,friedman_mse,3.3044366500603415,0.02330042353268897
753,65,w_shape,mae,4.50176279120357,0.07136619051806686
754,65,w_shape,mse,3.928758332507236,0.05918065581929275
755,65,w_shape,friedman_mse,4.429566186631645,0.04233500577390945
756,65,two_parabolas,mae,0.04452212327701078,0.0005486150315475367
757,65,two_parabolas,mse,0.04279640267627775,0.0003244022374381869
758,65,two_parabolas,friedman_mse,0.044464229003384786,0.00019428926964622434
759,65,fourth_root,mae,0.20095961042962615,0.0009257305782986491
760,65,fourth_root,mse,0.19994544228093317,0.0023278654045530344
761,65,fourth_root,friedman_mse,0.1848150599989045,0.0008167117609853751
762,65,multi_indept,mae,0.11067948706806519,0.0006692130741685284
763,65,multi_indept,mse,0.1104019267702292,0.0005030795681041274
764,65,multi_indept,friedman_mse,0.1120225633427929,0.001005813012582845
765,65,bernoulli,mae,1.6580661843226943,0.0060759963815850025
766,65,bernoulli,mse,1.654183912045592,0.0049834086741658516
767,65,bernoulli,friedman_mse,1.6648079973203433,0.007053378408334567
768,65,square,mae,0.05998181481582271,7.860152975129618e-05
769,65,square,mse,0.05935731080586323,9.714888233136994e-05
770,65,square,friedman_mse,0.058959911825552956,6.103028455472939e-05
771,65,linear,mae,0.8331775279540737,0.006267984268660814
772,65,linear,mse,0.8269830807779457,0.0033378286963788397
773,65,linear,friedman_mse,0.7974682110074284,0.004232693593684623
774,65,exponential,mae,189.96708188423523,3.3757024755742364
775,65,exponential,mse,182.702451875374,1.397979607623722
776,65,exponential,friedman_mse,185.22785503277802,1.3021655787670285
777,65,cubic,mae,155.0073028335807,3.8802255962258023
778,65,cubic,mse,166.2967593395046,1.2767750246043532
779,65,cubic,friedman_mse,144.64262604625114,2.2177569929351777
780,70,joint_normal,mae,0.10740857471990442,0.00017715551677624194
781,70,joint_normal,mse,0.10976582993641533,0.00016761403450556996
782,70,joint_normal,friedman_mse,0.10700172500628675,0.0002049748842196974
783,70,sine_4pi,mae,0.07090878028202999,8.388715366781491e-05
784,70,sine_4pi,mse,0.07106004009715639,9.737319006335896e-05
785,70,sine_4pi,friedman_mse,0.07087793793011996,0.00010850963203438232
786,70,sine_16pi,mae,0.07124211245761108,8.74371622025764e-05
787,70,sine_16pi,mse,0.07117467759796745,9.08187301747539e-05
788,70,sine_16pi,friedman_mse,0.0712718516019103,7.142809103642499e-05
789,70,multi_noise,mae,0.10492865889716059,0.00026792003065602193
790,70,multi_noise,mse,0.1056384515376431,0.0002930485792665465
791,70,multi_noise,friedman_mse,0.09976661462557465,0.00012089142315911854
792,70,step,mae,0.575079257592212,0.0030948196585649035
793,70,step,mse,0.5670687299887549,0.0016259725994186042
794,70,step,friedman_mse,0.5707879506612482,0.0013221565691175793
795,70,spiral,mae,5.221512146186129,0.0554706970535317
796,70,spiral,mse,5.145652410593622,0.07026434820867165
797,70,spiral,friedman_mse,5.018302809185138,0.05106584666354567
798,70,circle,mae,0.07248184264452384,0.0004845452719238142
799,70,circle,mse,0.07362955302218674,0.0006207075380446349
800,70,circle,friedman_mse,0.07464487488658643,0.0005460069128852831
801,70,ellipse,mae,0.07386909022260259,0.0003758364244649447
802,70,ellipse,mse,0.07432437428520838,0.0003959121742881421
